timestamp_iso,temp_C,hum_aire_pct,rssi_dBm,snr_dB,label
2025-12-02T18:56:15.045636,18.8,59.8,-106.0,4.0,0
2025-12-02T18:56:20.755798,18.8,59.5,-111.0,-2.0,0
2025-12-02T18:56:26.466072,18.8,59.3,-120.0,-7.0,0
2025-12-02T18:56:32.175927,18.8,59.2,-113.0,-1.0,0
2025-12-02T18:56:39.436645,18.8,59.0,-117.0,-4.0,0
2025-12-02T18:56:45.145964,18.8,58.8,-115.0,0.0,0
2025-12-02T18:56:50.854810,18.8,58.7,-115.0,-1.0,0
2025-12-02T18:56:56.564372,18.8,58.6,-117.0,-1.0,0
2025-12-02T18:57:02.273006,18.8,58.4,-113.0,0.0,0
2025-12-02T18:57:07.982450,18.8,58.4,-115.0,0.0,0
2025-12-02T18:57:13.691577,18.8,58.3,-113.0,2.0,0
2025-12-02T18:57:19.400438,18.8,58.2,-114.0,0.0,0
2025-12-02T18:57:25.109836,18.8,58.1,-111.0,4.0,0
2025-12-02T18:57:30.819067,18.8,58.1,-118.0,-2.0,0
2025-12-02T18:57:36.527656,18.8,58.0,-117.0,-2.0,0
2025-12-02T18:57:42.237275,18.8,58.0,-125.0,-8.0,0
2025-12-02T18:57:47.946317,18.8,58.0,-125.0,-7.0,0
2025-12-02T18:57:55.206541,18.8,57.9,-120.0,-5.0,0
2025-12-02T18:58:02.467608,18.8,57.9,-125.0,-7.0,0
2025-12-02T18:58:12.832782,18.8,57.8,-120.0,-7.0,0
2025-12-02T18:58:20.093641,18.8,57.8,-114.0,-3.0,0
2025-12-02T18:58:25.804013,18.8,57.7,-115.0,-3.0,0
2025-12-02T18:58:31.514107,18.8,57.7,-118.0,-6.0,0
2025-12-02T18:58:37.223971,18.8,57.6,-112.0,-2.0,0
2025-12-02T18:58:42.933887,18.8,57.6,-114.0,-4.0,0
2025-12-02T18:58:48.644504,18.8,57.6,-115.0,-4.0,0
2025-12-02T18:58:55.906019,18.8,57.5,-115.0,-4.0,0
2025-12-02T18:59:09.375021,18.8,57.5,-116.0,-5.0,0
2025-12-02T18:59:15.085110,18.8,57.4,-119.0,-7.0,0
2025-12-02T18:59:28.554154,18.8,57.5,-117.0,-2.0,0
2025-12-02T18:59:34.263147,18.8,57.5,-103.0,8.0,0
2025-12-02T18:59:39.972250,18.8,57.5,-100.0,8.0,0
2025-12-02T18:59:45.681644,18.8,57.5,-109.0,4.0,0
2025-12-02T18:59:52.942346,18.8,57.5,-115.0,-2.0,0
2025-12-02T18:59:58.651762,18.8,57.5,-125.0,-7.0,0
2025-12-02T19:00:05.912052,18.8,57.5,-117.0,-3.0,0
2025-12-02T19:00:11.621132,18.8,57.4,-123.0,-6.0,0
2025-12-02T19:00:25.089307,18.8,57.4,-124.0,-6.0,0
2025-12-02T19:00:35.453184,18.8,57.4,-115.0,0.0,0
2025-12-02T19:00:45.817398,18.8,57.4,-122.0,-5.0,0
2025-12-02T19:00:57.734915,18.8,57.4,-120.0,-3.0,0
2025-12-02T19:01:03.444725,18.8,57.4,-118.0,-3.0,0
2025-12-02T19:01:09.155096,18.8,57.3,-110.0,4.0,0
2025-12-02T19:01:14.865006,18.8,57.3,-112.0,3.0,0
2025-12-02T19:01:20.575243,18.8,57.3,-112.0,3.0,0
2025-12-02T19:01:26.285400,18.8,57.3,-117.0,-1.0,0
2025-12-02T19:01:31.995521,18.8,57.3,-103.0,8.0,0
2025-12-02T19:01:37.705275,18.8,57.3,-105.0,7.0,0
2025-12-02T19:01:43.415685,18.8,57.3,-107.0,7.0,0
2025-12-02T19:01:49.125779,18.8,57.2,-113.0,2.0,0
2025-12-02T19:01:54.835845,18.8,57.2,-108.0,5.0,0
2025-12-02T19:02:00.545984,18.8,57.2,-112.0,2.0,0
2025-12-02T19:02:06.255080,18.8,57.2,-113.0,2.0,0
2025-12-02T19:02:11.964052,18.8,57.2,-111.0,4.0,0
2025-12-02T19:02:17.672950,18.8,57.2,-113.0,1.0,0
2025-12-02T19:02:23.382269,18.8,57.2,-123.0,-5.0,0
2025-12-02T19:02:29.091544,18.8,57.1,-122.0,-5.0,0
2025-12-02T19:02:37.904752,18.8,57.1,-124.0,-6.0,0
2025-12-02T19:02:45.165856,18.8,57.1,-117.0,-3.0,0
2025-12-02T19:02:50.874976,18.9,57.1,-121.0,-4.0,0
2025-12-02T19:02:56.584007,19.0,56.8,-112.0,0.0,0
2025-12-02T19:03:02.293130,19.0,56.8,-106.0,7.0,0
2025-12-02T19:03:08.002157,19.0,56.8,-110.0,4.0,0
2025-12-02T19:03:13.710952,19.0,56.8,-111.0,3.0,0
2025-12-02T19:03:19.420472,19.0,56.8,-106.0,7.0,0
2025-12-02T19:03:25.129523,19.0,56.8,-107.0,7.0,0
2025-12-02T19:03:30.838422,19.0,56.8,-99.0,8.0,0
2025-12-02T19:03:36.547795,19.0,56.8,-112.0,3.0,0
2025-12-02T19:03:42.256887,19.0,56.8,-106.0,7.0,0
2025-12-02T19:03:47.966930,19.0,56.8,-101.0,8.0,0
2025-12-02T19:03:53.676811,19.0,56.8,-103.0,8.0,0
2025-12-02T19:03:59.387167,19.0,56.8,-106.0,6.0,0
2025-12-02T19:04:05.097639,19.0,56.8,-112.0,3.0,0
2025-12-02T19:04:10.807384,19.0,56.8,-110.0,5.0,0
2025-12-02T19:04:16.517534,19.0,56.7,-109.0,6.0,0
2025-12-02T19:04:22.227345,19.0,56.7,-121.0,-4.0,0
2025-12-02T19:04:31.040887,19.0,56.7,-122.0,-4.0,0
2025-12-02T19:04:36.750994,19.0,56.7,-123.0,-6.0,0
2025-12-02T19:05:06.108569,19.0,56.7,-121.0,-6.0,0
2025-12-02T19:05:13.369551,18.9,57.0,-113.0,2.0,0
2025-12-02T19:05:19.078666,19.0,56.7,-107.0,7.0,0
2025-12-02T19:05:24.787603,19.0,56.7,-106.0,8.0,0
2025-12-02T19:05:30.496930,19.0,56.7,-105.0,8.0,0
2025-12-02T19:05:36.205981,19.0,56.7,-104.0,7.0,0
2025-12-02T19:05:41.914887,19.0,56.6,-102.0,8.0,0
2025-12-02T19:05:47.623847,19.0,56.6,-107.0,1.0,0
2025-12-02T19:05:53.333328,19.0,56.6,-110.0,5.0,0
2025-12-02T19:05:59.042005,19.0,56.6,-113.0,3.0,0
2025-12-02T19:06:04.751386,19.0,56.6,-112.0,3.0,0
2025-12-02T19:06:10.460469,19.0,56.6,-114.0,0.0,0
2025-12-02T19:06:17.720934,19.0,56.6,-121.0,-4.0,0
2025-12-02T19:06:24.981021,19.0,56.6,-125.0,-8.0,0
2025-12-02T19:06:44.657454,19.0,56.5,-125.0,-7.0,0
2025-12-02T19:06:51.918565,19.0,56.5,-118.0,-2.0,0
2025-12-02T19:06:57.628558,19.0,56.5,-114.0,0.0,0
2025-12-02T19:07:03.338677,19.0,56.5,-115.0,0.0,0
2025-12-02T19:07:09.048769,19.0,56.5,-112.0,2.0,0
2025-12-02T19:07:14.758847,19.0,56.5,-110.0,5.0,0
2025-12-02T19:07:20.468963,19.0,56.5,-113.0,1.0,0
2025-12-02T19:07:26.179089,19.0,56.5,-108.0,6.0,0
2025-12-02T19:07:31.888973,19.0,56.5,-103.0,7.0,0
2025-12-02T19:07:37.599307,19.0,56.5,-110.0,5.0,0
2025-12-02T19:07:43.309260,19.0,56.5,-103.0,8.0,0
2025-12-02T19:07:49.019514,19.0,56.5,-104.0,8.0,0
2025-12-02T19:07:54.729695,19.0,56.6,-111.0,5.0,0
2025-12-02T19:08:00.438739,19.0,56.6,-116.0,0.0,0
2025-12-02T19:08:06.147991,19.0,56.6,-118.0,-1.0,0
2025-12-02T19:08:11.856871,19.0,56.6,-118.0,-1.0,0
2025-12-02T19:08:17.566040,19.0,56.7,-112.0,3.0,0
2025-12-02T19:08:23.275114,19.0,56.7,-110.0,5.0,0
2025-12-02T19:08:28.984284,19.0,56.7,-106.0,8.0,0
2025-12-02T19:08:34.693378,19.0,56.7,-112.0,4.0,0
2025-12-02T19:08:40.402009,19.0,56.7,-100.0,8.0,0
2025-12-02T19:08:46.111656,19.0,56.7,-99.0,8.0,0
2025-12-02T19:08:51.820590,19.0,56.7,-95.0,9.0,0
2025-12-02T19:08:57.529502,19.0,57.0,-99.0,8.0,0
2025-12-02T19:09:03.238575,18.9,57.0,-98.0,9.0,0
2025-12-02T19:09:08.948135,18.9,57.0,-104.0,8.0,0
2025-12-02T19:09:14.657140,18.9,57.0,-118.0,-2.0,0
2025-12-02T19:09:20.366179,18.8,57.0,-115.0,1.0,0
2025-12-02T19:09:26.075444,18.8,57.0,-107.0,7.0,0
2025-12-02T19:09:31.784265,18.8,57.0,-114.0,1.0,0
2025-12-02T19:09:37.493662,18.8,57.0,-116.0,0.0,0
2025-12-02T19:09:43.202533,18.8,57.0,-113.0,2.0,0
2025-12-02T19:09:48.912987,18.8,57.1,-107.0,6.0,0
2025-12-02T19:09:54.622931,18.8,57.1,-114.0,1.0,0
2025-12-02T19:10:00.332899,18.8,57.1,-123.0,-6.0,0
2025-12-02T19:10:06.043278,18.8,57.1,-124.0,-6.0,0
2025-12-02T19:10:11.753296,18.8,57.1,-112.0,4.0,0
2025-12-02T19:10:17.463362,18.8,57.1,-113.0,2.0,0
2025-12-02T19:10:23.173575,18.8,57.1,-106.0,7.0,0
2025-12-02T19:10:28.883494,18.8,57.1,-98.0,8.0,0
